row,col,x,y,z
1,94,30.935,60.995,107.18
1,95,30.945,60.995,107.588
1,96,30.955,60.995,108.251
1,97,30.965,60.995,109.034
1,98,30.975,60.995,109.779
1,99,30.985,60.995,110.334
1,100,30.995,60.995,110.586
2,1,30.005,60.985,109.421
2,2,30.015,60.985,110.033
2,3,30.025,60.985,110.365
2,4,30.035,60.985,110.35
2,5,30.045,60.985,109.989
2,6,30.055,60.985,109.358
2,7,30.065,60.985,108.583
2,8,30.075,60.985,107.823
2,9,30.085,60.985,107.231
2,10,30.095,60.985,106.928
2,11,30.105,60.985,106.976
2,12,30.115,60.985,107.365
2,13,30.125,60.985,108.015
2,14,30.135,60.985,108.795
2,15,30.145,60.985,109.547
2,16,30.155,60.985,110.118
2,17,30.165,60.985,110.391
2,18,30.175,60.985,110.312
2,19,30.185,60.985,109.897
2,20,30.195,60.985,109.229
2,21,30.205,60.985,108.445
2,22,30.215,60.985,107.704
2,23,30.225,60.985,107.156
2,24,30.235,60.985,106.913
2,25,30.245,60.985,107.024
2,26,30.255,60.985,107.466
2,27,30.265,60.985,108.151
2,28,30.275,60.985,108.938
2,29,30.285,60.985,109.668
2,30,30.295,60.985,110.193
2,31,30.305,60.985,110.406
2,32,30.315,60.985,110.264
2,33,30.325,60.985,109.796
2,34,30.335,60.985,109.097
2,35,30.345,60.985,108.309
2,36,30.355,60.985,107.592
2,37,30.365,60.985,107.091
2,38,30.375,60.985,106.909
2,39,30.385,60.985,107.082
2,40,30.395,60.985,107.576
2,41,30.405,60.985,108.289
2,42,30.415,60.985,109.078
2,43,30.425,60.985,109.782
2,44,30.435,60.985,110.258
2,45,30.445,60.985,110.409
2,46,30.455,60.985,110.206
2,47,30.465,60.985,109.688
2,48,30.475,60.985,108.962
2,49,30.485,60.985,108.175
2,50,30.495,60.985,107.486
2,51,30.505,60.985,107.036
2,52,30.515,60.985,106.916
2,53,30.525,60.985,107.151
2,54,30.535,60.985,107.692
2,55,30.545,60.985,108.431
2,56,30.555,60.985,109.216
2,57,30.565,60.985,109.889
2,58,30.575,60.985,110.313
2,59,30.585,60.985,110.401
2,60,30.595,60.985,110.137
2,61,30.605,60.985,109.574
2,62,30.615,60.985,108.825
2,63,30.625,60.985,108.044
2,64,30.635,60.985,107.388
2,65,30.645,60.985,106.992
2,66,30.655,60.985,106.935
2,67,30.665,60.985,107.229
2,68,30.675,60.985,107.815
2,69,30.685,60.985,108.573
2,70,30.695,60.985,109.35
2,71,30.705,60.985,109.988
2,72,30.715,60.985,110.357
2,73,30.725,60.985,110.382
2,74,30.735,60.985,110.059
2,75,30.745,60.985,109.453
2,76,30.755,60.985,108.687
2,77,30.765,60.985,107.917
2,78,30.775,60.985,107.299
2,79,30.785,60.985,106.958
2,80,30.795,60.985,106.965
2,81,30.805,60.985,107.317
2,82,30.815,60.985,107.943
2,83,30.825,60.985,108.716
2,84,30.835,60.985,109.48
2,85,30.845,60.985,110.078
2,86,30.855,60.985,110.39
2,87,30.865,60.985,110.352
2,88,30.875,60.985,109.972
2,89,30.885,60.985,109.327
2,90,30.895,60.985,108.549
2,91,30.905,60.985,107.795
2,92,30.915,60.985,107.218
2,93,30.925,60.985,106.936
2,94,30.935,60.985,107.006
2,95,30.945,60.985,107.413
2,96,30.955,60.985,108.076
2,97,30.965,60.985,108.859
2,98,30.975,60.985,109.604
2,99,30.985,60.985,110.159
2,100,30.995,60.985,110.412
3,1,30.005,60.975,109.156
3,2,30.015,60.975,109.769
3,3,30.025,60.975,110.101
3,4,30.035,60.975,110.085
3,5,30.045,60.975,109.725
3,6,30.055,60.975,109.093
3,7,30.065,60.975,108.318
3,8,30.075,60.975,107.558
3,9,30.085,60.975,106.966
3,10,30.095,60.975,106.664
3,11,30.105,60.975,106.711
3,12,30.115,60.975,107.1
3,13,30.125,60.975,107.75
3,14,30.135,60.975,108.531
3,15,30.145,60.975,109.282
3,16,30.155,60.975,109.853
3,17,30.165,60.975,110.127
3,18,30.175,60.975,110.048
3,19,30.185,60.975,109.632
3,20,30.195,60.975,108.965
3,21,30.205,60.975,108.181
3,22,30.215,60.975,107.439
3,23,30.225,60.975,106.892
3,24,30.235,60.975,106.648
3,25,30.245,60.975,106.759
3,26,30.255,60.975,107.202
3,27,30.265,60.975,107.886
3,28,30.275,60.975,108.673
3,29,30.285,60.975,109.403
3,30,30.295,60.975,109.928
3,31,30.305,60.975,110.141
3,32,30.315,60.975,109.999
3,33,30.325,60.975,109.531
3,34,30.335,60.975,108.832
3,35,30.345,60.975,108.044
3,36,30.355,60.975,107.327
3,37,30.365,60.975,106.827
3,38,30.375,60.975,106.644
3,39,30.385,60.975,106.818
3,40,30.395,60.975,107.311
3,41,30.405,60.975,108.025
3,42,30.415,60.975,108.813
3,43,30.425,60.975,109.517
3,44,30.435,60.975,109.993
3,45,30.445,60.975,110.145
3,46,30.455,60.975,109.941
3,47,30.465,60.975,109.423
3,48,30.475,60.975,108.697
3,49,30.485,60.975,107.91
3,50,30.495,60.975,107.222
3,51,30.505,60.975,106.772
3,52,30.515,60.975,106.652
3,53,30.525,60.975,106.886
3,54,30.535,60.975,107.428
3,55,30.545,60.975,108.166
3,56,30.555,60.975,108.951
3,57,30.565,60.975,109.624
3,58,30.575,60.975,110.048
3,59,30.585,60.975,110.137
3,60,30.595,60.975,109.872
3,61,30.605,60.975,109.309
3,62,30.615,60.975,108.56
3,63,30.625,60.975,107.779
3,64,30.635,60.975,107.124
3,65,30.645,60.975,106.727
3,66,30.655,60.975,106.67
3,67,30.665,60.975,106.965
3,68,30.675,60.975,107.55
3,69,30.685,60.975,108.308
3,70,30.695,60.975,109.085
3,71,30.705,60.975,109.723
3,72,30.715,60.975,110.092
3,73,30.725,60.975,110.117
3,74,30.735,60.975,109.794
3,75,30.745,60.975,109.188
3,76,30.755,60.975,108.422
3,77,30.765,60.975,107.652
3,78,30.775,60.975,107.034
3,79,30.785,60.975,106.694
3,80,30.795,60.975,106.7
3,81,30.805,60.975,107.052
3,82,30.815,60.975,107.679
3,83,30.825,60.975,108.452
3,84,30.835,60.975,109.215
3,85,30.845,60.975,109.813
3,86,30.855,60.975,110.125
3,87,30.865,60.975,110.087
3,88,30.875,60.975,109.707
3,89,30.885,60.975,109.063
3,90,30.895,60.975,108.284
3,91,30.905,60.975,107.53
3,92,30.915,60.975,106.953
3,93,30.925,60.975,106.671
3,94,30.935,60.975,106.741
3,95,30.945,60.975,107.149
3,96,30.955,60.975,107.811
3,97,30.965,60.975,108.595
3,98,30.975,60.975,109.339
3,99,30.985,60.975,109.894
3,100,30.995,60.975,110.147
4,1,30.005,60.965,108.837
4,2,30.015,60.965,109.45
4,3,30.025,60.965,109.782
4,4,30.035,60.965,109.766
4,5,30.045,60.965,109.406
4,6,30.055,60.965,108.774
4,7,30.065,60.965,107.999
4,8,30.075,60.965,107.239
4,9,30.085,60.965,106.647
4,10,30.095,60.965,106.345
4,11,30.105,60.965,106.392
4,12,30.115,60.965,106.781
4,13,30.125,60.965,107.431
4,14,30.135,60.965,108.212
4,15,30.145,60.965,108.964
4,16,30.155,60.965,109.534
4,17,30.165,60.965,109.808
4,18,30.175,60.965,109.729
4,19,30.185,60.965,109.313
4,20,30.195,60.965,108.646
4,21,30.205,60.965,107.862
4,22,30.215,60.965,107.121
4,23,30.225,60.965,106.573
4,24,30.235,60.965,106.329
4,25,30.245,60.965,106.44
4,26,30.255,60.965,106.883
4,27,30.265,60.965,107.567
4,28,30.275,60.965,108.354
4,29,30.285,60.965,109.084
4,30,30.295,60.965,109.609
4,31,30.305,60.965,109.822
4,32,30.315,60.965,109.681
4,33,30.325,60.965,109.213
4,34,30.335,60.965,108.513
4,35,30.345,60.965,107.725
4,36,30.355,60.965,107.008
4,37,30.365,60.965,106.508
4,38,30.375,60.965,106.325
4,39,30.385,60.965,106.499
4,40,30.395,60.965,106.992
4,41,30.405,60.965,107.706
4,42,30.415,60.965,108.494
4,43,30.425,60.965,109.198
4,44,30.435,60.965,109.674
4,45,30.445,60.965,109.826
4,46,30.455,60.965,109.622
4,47,30.465,60.965,109.105
4,48,30.475,60.965,108.378
4,49,30.485,60.965,107.591
4,50,30.495,60.965,106.903
4,51,30.505,60.965,106.453
4,52,30.515,60.965,106.333
4,53,30.525,60.965,106.567
4,54,30.535,60.965,107.109
4,55,30.545,60.965,107.847
4,56,30.555,60.965,108.632
4,57,30.565,60.965,109.305
4,58,30.575,60.965,109.729
4,59,30.585,60.965,109.818
4,60,30.595,60.965,109.553
4,61,30.605,60.965,108.99
4,62,30.615,60.965,108.241
4,63,30.625,60.965,107.46
4,64,30.635,60.965,106.805
4,65,30.645,60.965,106.408
4,66,30.655,60.965,106.351
4,67,30.665,60.965,106.646
4,68,30.675,60.965,107.231
4,69,30.685,60.965,107.99
4,70,30.695,60.965,108.766
4,71,30.705,60.965,109.404
4,72,30.715,60.965,109.773
4,73,30.725,60.965,109.799
4,74,30.735,60.965,109.475
4,75,30.745,60.965,108.869
4,76,30.755,60.965,108.103
4,77,30.765,60.965,107.333
4,78,30.775,60.965,106.715
4,79,30.785,60.965,106.375
4,80,30.795,60.965,106.381
4,81,30.805,60.965,106.733
4,82,30.815,60.965,107.36
4,83,30.825,60.965,108.133
4,84,30.835,60.965,108.896
4,85,30.845,60.965,109.494
4,86,30.855,60.965,109.806
4,87,30.865,60.965,109.768
4,88,30.875,60.965,109.388
4,89,30.885,60.965,108.744
4,90,30.895,60.965,107.965
4,91,30.905,60.965,107.211
4,92,30.915,60.965,106.634
4,93,30.925,60.965,106.352
4,94,30.935,60.965,106.422
4,95,30.945,60.965,106.83
4,96,30.955,60.965,107.493
4,97,30.965,60.965,108.276
4,98,30.975,60.965,109.02
4,99,30.985,60.965,109.576
4,100,30.995,60.965,109.828
5,1,30.005,60.955,108.507
5,2,30.015,60.955,109.12
5,3,30.025,60.955,109.452
5,4,30.035,60.955,109.436
5,5,30.045,60.955,109.076
5,6,30.055,60.955,108.444
5,7,30.065,60.955,107.67
5,8,30.075,60.955,106.909
5,9,30.085,60.955,106.318
5,10,30.095,60.955,106.015
5,11,30.105,60.955,106.063
5,12,30.115,60.955,106.451
5,13,30.125,60.955,107.102
5,14,30.135,60.955,107.882
5,15,30.145,60.955,108.634
5,16,30.155,60.955,109.204
5,17,30.165,60.955,109.478
5,18,30.175,60.955,109.399
5,19,30.185,60.955,108.983
5,20,30.195,60.955,108.316
5,21,30.205,60.955,107.532
5,22,30.215,60.955,106.791
5,23,30.225,60.955,106.243
5,24,30.235,60.955,106.0
5,25,30.245,60.955,106.111
5,26,30.255,60.955,106.553
5,27,30.265,60.955,107.237
5,28,30.275,60.955,108.024
5,29,30.285,60.955,108.754
5,30,30.295,60.955,109.279
5,31,30.305,60.955,109.493
5,32,30.315,60.955,109.351
5,33,30.325,60.955,108.883
5,34,30.335,60.955,108.184
5,35,30.345,60.955,107.396
5,36,30.355,60.955,106.678
5,37,30.365,60.955,106.178
5,38,30.375,60.955,105.996
5,39,30.385,60.955,106.169
5,40,30.395,60.955,106.662
5,41,30.405,60.955,107.376
5,42,30.415,60.955,108.165
5,43,30.425,60.955,108.868
5,44,30.435,60.955,109.344
5,45,30.445,60.955,109.496
5,46,30.455,60.955,109.292
5,47,30.465,60.955,108.775
5,48,30.475,60.955,108.049
5,49,30.485,60.955,107.261
5,50,30.495,60.955,106.573
5,51,30.505,60.955,106.123
5,52,30.515,60.955,106.003
5,53,30.525,60.955,106.238
5,54,30.535,60.955,106.779
5,55,30.545,60.955,107.517
5,56,30.555,60.955,108.302
5,57,30.565,60.955,108.975
5,58,30.575,60.955,109.399
5,59,30.585,60.955,109.488
5,60,30.595,60.955,109.224
5,61,30.605,60.955,108.66
5,62,30.615,60.955,107.912
5,63,30.625,60.955,107.13
5,64,30.635,60.955,106.475
5,65,30.645,60.955,106.079
5,66,30.655,60.955,106.022
5,67,30.665,60.955,106.316
5,68,30.675,60.955,106.902
5,69,30.685,60.955,107.66
5,70,30.695,60.955,108.437
5,71,30.705,60.955,109.074
5,72,30.715,60.955,109.443
5,73,30.725,60.955,109.469
5,74,30.735,60.955,109.146
5,75,30.745,60.955,108.54
5,76,30.755,60.955,107.774
5,77,30.765,60.955,107.003
5,78,30.775,60.955,106.385
5,79,30.785,60.955,106.045
5,80,30.795,60.955,106.051
5,81,30.805,60.955,106.404
5,82,30.815,60.955,107.03
5,83,30.825,60.955,107.803
5,84,30.835,60.955,108.566
5,85,30.845,60.955,109.165
5,86,30.855,60.955,109.476
5,87,30.865,60.955,109.438
5,88,30.875,60.955,109.059
5,89,30.885,60.955,108.414
5,90,30.895,60.955,107.635
5,91,30.905,60.955,106.881
5,92,30.915,60.955,106.304
5,93,30.925,60.955,106.022
5,94,30.935,60.955,106.092
5,95,30.945,60.955,106.5
5,96,30.955,60.955,107.163
5,97,30.965,60.955,107.946
5,98,30.975,60.955,108.691
5,99,30.985,60.955,109.246
5,100,30.995,60.955,109.498
6,1,30.005,60.945,108.211
6,2,30.015,60.945,108.824
6,3,30.025,60.945,109.156
6,4,30.035,60.945,109.14
6,5,30.045,60.945,108.78
6,6,30.055,60.945,108.148
6,7,30.065,60.945,107.374
6,8,30.075,60.945,106.613
6,9,30.085,60.945,106.022
6,10,30.095,60.945,105.719
6,11,30.105,60.945,105.767
6,12,30.115,60.945,106.155
6,13,30.125,60.945,106.806
6,14,30.135,60.945,107.586
6,15,30.145,60.945,108.338
6,16,30.155,60.945,108.908
6,17,30.165,60.945,109.182
6,18,30.175,60.945,109.103
6,19,30.185,60.945,108.687
6,20,30.195,60.945,108.02
6,21,30.205,60.945,107.236
6,22,30.215,60.945,106.495
6,23,30.225,60.945,105.947
6,24,30.235,60.945,105.704
6,25,30.245,60.945,105.815
6,26,30.255,60.945,106.257
6,27,30.265,60.945,106.941
6,28,30.275,60.945,107.728
6,29,30.285,60.945,108.458
6,30,30.295,60.945,108.983
6,31,30.305,60.945,109.197
6,32,30.315,60.945,109.055
6,33,30.325,60.945,108.587
6,34,30.335,60.945,107.888
6,35,30.345,60.945,107.1
6,36,30.355,60.945,106.382
6,37,30.365,60.945,105.882
6,38,30.375,60.945,105.7
6,39,30.385,60.945,105.873
6,40,30.395,60.945,106.366
6,41,30.405,60.945,107.08
6,42,30.415,60.945,107.869
6,43,30.425,60.945,108.573
6,44,30.435,60.945,109.048
6,45,30.445,60.945,109.2
6,46,30.455,60.945,108.996
6,47,30.465,60.945,108.479
6,48,30.475,60.945,107.753
6,49,30.485,60.945,106.965
6,50,30.495,60.945,106.277
6,51,30.505,60.945,105.827
6,52,30.515,60.945,105.707
6,53,30.525,60.945,105.942
6,54,30.535,60.945,106.483
6,55,30.545,60.945,107.221
6,56,30.555,60.945,108.006
6,57,30.565,60.945,108.679
6,58,30.575,60.945,109.103
6,59,30.585,60.945,109.192
6,60,30.595,60.945,108.928
6,61,30.605,60.945,108.364
6,62,30.615,60.945,107.616
6,63,30.625,60.945,106.834
6,64,30.635,60.945,106.179
6,65,30.645,60.945,105.783
6,66,30.655,60.945,105.726
6,67,30.665,60.945,106.02
6,68,30.675,60.945,106.606
6,69,30.685,60.945,107.364
6,70,30.695,60.945,108.141
6,71,30.705,60.945,108.778
6,72,30.715,60.945,109.147
6,73,30.725,60.945,109.173
6,74,30.735,60.945,108.85
6,75,30.745,60.945,108.244
6,76,30.755,60.945,107.478
6,77,30.765,60.945,106.707
6,78,30.775,60.945,106.089
6,79,30.785,60.945,105.749
6,80,30.795,60.945,105.756
6,81,30.805,60.945,106.108
6,82,30.815,60.945,106.734
6,83,30.825,60.945,107.507
6,84,30.835,60.945,108.27
6,85,30.845,60.945,108.869
6,86,30.855,60.945,109.18
6,87,30.865,60.945,109.143
6,88,30.875,60.945,108.763
6,89,30.885,60.945,108.118
6,90,30.895,60.945,107.339
6,91,30.905,60.945,106.585
6,92,30.915,60.945,106.009
6,93,30.925,60.945,105.726
6,94,30.935,60.945,105.796
6,95,30.945,60.945,106.204
6,96,30.955,60.945,106.867
6,97,30.965,60.945,107.65
6,98,30.975,60.945,108.395
6,99,30.985,60.945,108.95
6,100,30.995,60.945,109.202
7,1,30.005,60.935,107.989
7,2,30.015,60.935,108.602
7,3,30.025,60.935,108.934
7,4,30.035,60.935,108.918
7,5,30.045,60.935,108.558
7,6,30.055,60.935,107.927
7,7,30.065,60.935,107.152
7,8,30.075,60.935,106.391
7,9,30.085,60.935,105.8
7,10,30.095,60.935,105.497
7,11,30.105,60.935,105.545
7,12,30.115,60.935,105.933
7,13,30.125,60.935,106.584
7,14,30.135,60.935,107.364
7,15,30.145,60.935,108.116
7,16,30.155,60.935,108.686
7,17,30.165,60.935,108.96
7,18,30.175,60.935,108.881
7,19,30.185,60.935,108.466
7,20,30.195,60.935,107.798
7,21,30.205,60.935,107.014
7,22,30.215,60.935,106.273
7,23,30.225,60.935,105.725
7,24,30.235,60.935,105.482
7,25,30.245,60.935,105.593
7,26,30.255,60.935,106.035
7,27,30.265,60.935,106.719
7,28,30.275,60.935,107.506
7,29,30.285,60.935,108.236
7,30,30.295,60.935,108.761
7,31,30.305,60.935,108.975
7,32,30.315,60.935,108.833
7,33,30.325,60.935,108.365
7,34,30.335,60.935,107.666
7,35,30.345,60.935,106.878
7,36,30.355,60.935,106.16
7,37,30.365,60.935,105.66
7,38,30.375,60.935,105.478
7,39,30.385,60.935,105.651
7,40,30.395,60.935,106.145
7,41,30.405,60.935,106.858
7,42,30.415,60.935,107.647
7,43,30.425,60.935,108.351
7,44,30.435,60.935,108.827
7,45,30.445,60.935,108.978
7,46,30.455,60.935,108.774
7,47,30.465,60.935,108.257
7,48,30.475,60.935,107.531
7,49,30.485,60.935,106.743
7,50,30.495,60.935,106.055
7,51,30.505,60.935,105.605
7,52,30.515,60.935,105.485
7,53,30.525,60.935,105.72
7,54,30.535,60.935,106.261
7,55,30.545,60.935,106.999
7,56,30.555,60.935,107.785
7,57,30.565,60.935,108.457
7,58,30.575,60.935,108.881
7,59,30.585,60.935,108.97
7,60,30.595,60.935,108.706
7,61,30.605,60.935,108.142
7,62,30.615,60.935,107.394
7,63,30.625,60.935,106.612
7,64,30.635,60.935,105.957
7,65,30.645,60.935,105.561
7,66,30.655,60.935,105.504
7,67,30.665,60.935,105.798
7,68,30.675,60.935,106.384
7,69,30.685,60.935,107.142
7,70,30.695,60.935,107.919
7,71,30.705,60.935,108.556
7,72,30.715,60.935,108.925
7,73,30.725,60.935,108.951
7,74,30.735,60.935,108.628
7,75,30.745,60.935,108.022
7,76,30.755,60.935,107.256
7,77,30.765,60.935,106.485
7,78,30.775,60.935,105.867
7,79,30.785,60.935,105.527
7,80,30.795,60.935,105.534
7,81,30.805,60.935,105.886
7,82,30.815,60.935,106.512
7,83,30.825,60.935,107.285
7,84,30.835,60.935,108.048
7,85,30.845,60.935,108.647
7,86,30.855,60.935,108.958
7,87,30.865,60.935,108.921
7,88,30.875,60.935,108.541
7,89,30.885,60.935,107.896
7,90,30.895,60.935,107.118
7,91,30.905,60.935,106.363
7,92,30.915,60.935,105.787
7,93,30.925,60.935,105.505
7,94,30.935,60.935,105.574
7,95,30.945,60.935,105.982
7,96,30.955,60.935,106.645
7,97,30.965,60.935,107.428
7,98,30.975,60.935,108.173
7,99,30.985,60.935,108.728
7,100,30.995,60.935,108.98
8,1,30.005,60.925,107.872
8,2,30.015,60.925,108.484
8,3,30.025,60.925,108.816
8,4,30.035,60.925,108.801
8,5,30.045,60.925,108.44
8,6,30.055,60.925,107.809
8,7,30.065,60.925,107.034
8,8,30.075,60.925,106.274
8,9,30.085,60.925,105.682
8,10,30.095,60.925,105.379
8,11,30.105,60.925,105.427
8,12,30.115,60.925,105.816
8,13,30.125,60.925,106.466
8,14,30.135,60.925,107.246
8,15,30.145,60.925,107.998
8,16,30.155,60.925,108.569
8,17,30.165,60.925,108.842
8,18,30.175,60.925,108.763
8,19,30.185,60.925,108.348
8,20,30.195,60.925,107.68
8,21,30.205,60.925,106.896
8,22,30.215,60.925,106.155
8,23,30.225,60.925,105.607
8,24,30.235,60.925,105.364
8,25,30.245,60.925,105.475
8,26,30.255,60.925,105.917
8,27,30.265,60.925,106.601
8,28,30.275,60.925,107.389
8,29,30.285,60.925,108.119
8,30,30.295,60.925,108.644
8,31,30.305,60.925,108.857
8,32,30.315,60.925,108.715
8,33,30.325,60.925,108.247
8,34,30.335,60.925,107.548
8,35,30.345,60.925,106.76
8,36,30.355,60.925,106.043
8,37,30.365,60.925,105.542
8,38,30.375,60.925,105.36
8,39,30.385,60.925,105.533
8,40,30.395,60.925,106.027
8,41,30.405,60.925,106.74
8,42,30.415,60.925,107.529
8,43,30.425,60.925,108.233
8,44,30.435,60.925,108.709
8,45,30.445,60.925,108.86
8,46,30.455,60.925,108.657
8,47,30.465,60.925,108.139
8,48,30.475,60.925,107.413
8,49,30.485,60.925,106.626
8,50,30.495,60.925,105.937
8,51,30.505,60.925,105.487
8,52,30.515,60.925,105.367
8,53,30.525,60.925,105.602
8,54,30.535,60.925,106.143
8,55,30.545,60.925,106.881
8,56,30.555,60.925,107.667
8,57,30.565,60.925,108.34
8,58,30.575,60.925,108.763
8,59,30.585,60.925,108.852
8,60,30.595,60.925,108.588
8,61,30.605,60.925,108.024
8,62,30.615,60.925,107.276
8,63,30.625,60.925,106.495
8,64,30.635,60.925,105.839
8,65,30.645,60.925,105.443
8,66,30.655,60.925,105.386
8,67,30.665,60.925,105.68
8,68,30.675,60.925,106.266
8,69,30.685,60.925,107.024
8,70,30.695,60.925,107.801
8,71,30.705,60.925,108.438
8,72,30.715,60.925,108.808
8,73,30.725,60.925,108.833
8,74,30.735,60.925,108.51
8,75,30.745,60.925,107.904
8,76,30.755,60.925,107.138
8,77,30.765,60.925,106.368
8,78,30.775,60.925,105.75
8,79,30.785,60.925,105.409
8,80,30.795,60.925,105.416
8,81,30.805,60.925,105.768
8,82,30.815,60.925,106.394
8,83,30.825,60.925,107.167
8,84,30.835,60.925,107.931
8,85,30.845,60.925,108.529
8,86,30.855,60.925,108.841
8,87,30.865,60.925,108.803
8,88,30.875,60.925,108.423
8,89,30.885,60.925,107.778
8,90,30.895,60.925,107.0
8,91,30.905,60.925,106.246
8,92,30.915,60.925,105.669
8,93,30.925,60.925,105.387
8,94,30.935,60.925,105.457
8,95,30.945,60.925,105.864
8,96,30.955,60.925,106.527
8,97,30.965,60.925,107.31
8,98,30.975,60.925,108.055
8,99,30.985,60.925,108.61
8,100,30.995,60.925,108.863
9,1,30.005,60.915,107.874
9,2,30.015,60.915,108.486
9,3,30.025,60.915,108.819
9,4,30.035,60.915,108.803
9,5,30.045,60.915,108.443
9,6,30.055,60.915,107.811
9,7,30.065,60.915,107.036
9,8,30.075,60.915,106.276
9,9,30.085,60.915,105.684
9,10,30.095,60.915,105.382
9,11,30.105,60.915,105.429
9,12,30.115,60.915,105.818
9,13,30.125,60.915,106.468
9,14,30.135,60.915,107.249
9,15,30.145,60.915,108.0
9,16,30.155,60.915,108.571
9,17,30.165,60.915,108.844
9,18,30.175,60.915,108.765
9,19,30.185,60.915,108.35
9,20,30.195,60.915,107.682
9,21,30.205,60.915,106.899
9,22,30.215,60.915,106.157
9,23,30.225,60.915,105.609
9,24,30.235,60.915,105.366
9,25,30.245,60.915,105.477
9,26,30.255,60.915,105.92
9,27,30.265,60.915,106.604
9,28,30.275,60.915,107.391
9,29,30.285,60.915,108.121
9,30,30.295,60.915,108.646
9,31,30.305,60.915,108.859
9,32,30.315,60.915,108.717
9,33,30.325,60.915,108.249
9,34,30.335,60.915,107.55
9,35,30.345,60.915,106.762
9,36,30.355,60.915,106.045
9,37,30.365,60.915,105.544
9,38,30.375,60.915,105.362
9,39,30.385,60.915,105.536
9,40,30.395,60.915,106.029
9,41,30.405,60.915,106.743
9,42,30.415,60.915,107.531
9,43,30.425,60.915,108.235
9,44,30.435,60.915,108.711
9,45,30.445,60.915,108.863
9,46,30.455,60.915,108.659
9,47,30.465,60.915,108.141
9,48,30.475,60.915,107.415
9,49,30.485,60.915,106.628
9,50,30.495,60.915,105.939
9,51,30.505,60.915,105.49
9,52,30.515,60.915,105.37
9,53,30.525,60.915,105.604
9,54,30.535,60.915,106.145
9,55,30.545,60.915,106.884
9,56,30.555,60.915,107.669
9,57,30.565,60.915,108.342
9,58,30.575,60.915,108.766
9,59,30.585,60.915,108.855
9,60,30.595,60.915,108.59
9,61,30.605,60.915,108.027
9,62,30.615,60.915,107.278
9,63,30.625,60.915,106.497
9,64,30.635,60.915,105.842
9,65,30.645,60.915,105.445
9,66,30.655,60.915,105.388
9,67,30.665,60.915,105.683
9,68,30.675,60.915,106.268
9,69,30.685,60.915,107.026
9,70,30.695,60.915,107.803
9,71,30.705,60.915,108.441
9,72,30.715,60.915,108.81
9,73,30.725,60.915,108.835
